Game,Season,Date,Round,HomeTeam,AwayTeam,Winner,SeasonPointsBy,SeasonPointsAgainst,SeasonPerformance,Ranking,PointsBy_Last_1,PointsAgainst_Last_1,Performance_Last_1,PointsBy_Last_2,PointsAgainst_Last_2,Performance_Last_2,PointsBy_Last_3,PointsAgainst_Last_3,Performance_Last_3,PointsBy_Last_4,PointsAgainst_Last_4,Performance_Last_4,PointsBy_Last_5,PointsAgainst_Last_5,Performance_Last_5
13474,2009,2009-06-06,R11,North Melbourne,Fremantle,Away,-41.0,-65.0,2.0,1.0,-31.0,-16.0,0.0,-9.0,-14.5,1.0,-11.333333333333329,1.0,0.6666666666666666,0.75,10.5,0.5,-1.8000000000000114,19.0,0.0
13475,2009,2009-06-06,R11,Brisbane Lions,Carlton,Away,-131.0,10.0,2.0,1.0,-12.0,11.0,0.0,4.5,2.0,0.0,8.0,11.333333333333329,0.0,10.0,4.25,0.5,9.800000000000011,-4.200000000000003,0.8
13476,2009,2009-06-06,R11,Port Adelaide,St Kilda,Home,-106.0,432.0,-10.0,-2.0,-7.0,68.0,-2.0,-18.0,55.0,-2.0,-8.0,46.0,-1.3333333333333335,-8.0,55.75,-1.5,-6.200000000000003,45.2,-1.2
13478,2009,2009-06-07,R11,Hawthorn,Geelong,Home,-246.0,207.0,-10.0,-2.0,-55.0,36.0,-2.0,-28.5,7.0,-1.0,-29.66666666666667,10.0,-0.6666666666666667,-33.25,20.25,-1.0,-27.60000000000001,23.0,-0.8
13479,2009,2009-06-07,R11,West Coast,Sydney,Away,-76.0,12.0,-4.0,-2.0,-7.0,-6.0,0.0,-32.0,7.0,-1.0,-23.0,6.333333333333343,-1.3333333333333333,-11.0,-3.75,-0.5,-12.799999999999997,-0.6000000000000085,-0.7999999999999999
13477,2009,2009-06-07,R11,Essendon,Adelaide,Away,33.0,23.0,0.0,0.0,-36.0,55.0,-2.0,-7.5,40.0,-1.0,-9.0,17.0,-0.6666666666666666,0.75,1.25,0.0,-1.5999999999999943,2.200000000000003,0.0
13480,2009,2009-06-08,R11,Melbourne,Collingwood,Away,-158.0,119.0,-8.0,-4.0,-68.0,7.0,-2.0,-32.0,27.5,-2.0,-6.666666666666671,18.33333333333333,-1.3333333333333333,5.5,4.25,-1.0,-7.400000000000006,10.600000000000009,-1.2
13481,2009,2009-06-12,R12,Carlton,St Kilda,Away,-9.0,351.0,-10.0,-2.0,9.0,49.0,0.0,18.5,36.5,0.0,0.0,31.999999999999993,-0.6666666666666667,3.5,19.5,-0.5,-6.6000000000000085,25.200000000000003,-0.8
13482,2009,2009-06-13,R12,Footscray,West Coast,Home,281.0,-21.0,8.0,4.0,80.0,-10.0,2.0,63.5,-22.0,2.0,58.33333333333334,-5.333333333333329,1.3333333333333333,44.5,-6.25,1.5,41.2,-4.200000000000003,1.2000000000000002
13483,2009,2009-06-13,R12,Richmond,Port Adelaide,Home,-110.0,132.0,-8.0,-4.0,-5.0,87.0,-2.0,17.0,42.5,0.0,17.0,29.000000000000014,0.0,12.0,22.5,-0.5,-0.20000000000000284,12.399999999999991,-0.4
13484,2009,2009-06-14,R12,Hawthorn,North Melbourne,Away,187.0,-24.0,4.0,2.0,29.0,-28.0,2.0,13.5,-10.5,1.0,14.333333333333329,-4.666666666666671,0.6666666666666666,20.25,-17.0,1.0,5.599999999999994,-14.400000000000006,0.3999999999999999
13485,2009,2009-06-14,R12,Adelaide,Brisbane Lions,Home,-26.0,30.0,0.0,0.0,24.0,2.0,2.0,15.5,0.0,1.0,18.0,-12.333333333333343,1.3333333333333335,4.5,-0.25,0.5,1.3999999999999915,9.200000000000003,0.0
13486,2009,2009-06-19,R12,Essendon,Melbourne,Home,205.0,-67.0,8.0,4.0,54.0,4.0,0.0,39.0,27.5,0.0,37.0,8.666666666666657,0.6666666666666666,21.25,3.0,0.5,23.799999999999997,-1.2000000000000028,0.8
13487,2009,2009-06-20,R12,Sydney,Collingwood,Away,-25.0,85.0,-2.0,-1.0,-51.0,26.0,-2.0,-44.0,33.5,-2.0,-17.666666666666657,23.0,-1.3333333333333335,0.0,16.5,-0.5,5.0,10.799999999999997,-0.3999999999999999
13488,2009,2009-06-21,R12,Fremantle,Geelong,Away,-392.0,285.0,-16.0,-5.0,-29.0,17.0,-2.0,-25.5,31.0,-2.0,-27.33333333333333,15.333333333333329,-2.0,-34.0,21.0,-2.0,-32.8,20.0,-1.6
13489,2009,2009-06-26,R13,Essendon,Carlton,Home,-110.0,64.0,0.0,0.0,36.0,-21.0,2.0,19.0,1.5,0.0,-1.0,22.333333333333343,-0.6666666666666666,15.5,12.0,0.0,5.799999999999997,17.0,-0.3999999999999999
13490,2009,2009-06-27,R13,Collingwood,Hawthorn,Home,28.0,-126.0,2.0,1.0,38.0,-27.0,2.0,39.0,-21.0,1.0,37.66666666666667,-24.0,1.3333333333333335,21.75,-24.5,1.0,10.599999999999994,-11.799999999999997,0.40000000000000013
13491,2009,2009-06-27,R13,Adelaide,Melbourne,Home,173.0,-213.0,12.0,5.0,-15.0,-107.0,2.0,27.5,-59.5,2.0,38.33333333333333,-41.0,2.0,31.75,-44.25,2.0,22.60000000000001,-32.39999999999999,1.6
13492,2009,2009-06-27,R13,Brisbane Lions,Sydney,Home,42.0,-74.0,4.0,2.0,27.0,-38.0,2.0,29.0,-6.0,1.0,26.666666666666657,-16.0,1.3333333333333333,9.5,-4.75,0.5,10.199999999999989,-7.400000000000006,0.3999999999999999
13493,2009,2009-06-27,R13,West Coast,Fremantle,Home,26.0,-71.0,0.0,0.0,2.0,-2.0,0.0,4.5,1.5,0.0,-11.0,-0.3333333333333286,0.0,-13.0,-2.75,0.0,-3.200000000000003,1.6000000000000085,0.0
13494,2009,2009-06-28,R13,Geelong,Richmond,Home,360.0,-367.0,18.0,6.0,2.0,-2.0,0.0,6.0,-41.0,1.0,10.333333333333329,-41.33333333333333,0.6666666666666667,15.5,-33.75,1.0,16.400000000000006,-37.599999999999994,1.2
13495,2009,2009-06-28,R13,North Melbourne,Footscray,Away,-472.0,58.0,-8.0,-4.0,-113.0,24.0,-2.0,-106.5,19.0,-2.0,-83.0,20.0,-2.0,-66.25,7.25,-1.0,-64.0,10.200000000000003,-1.2000000000000002
13496,2009,2009-06-28,R13,St Kilda,Port Adelaide,Home,175.0,-487.0,12.0,3.0,60.0,-42.0,2.0,34.5,-27.5,1.0,25.333333333333343,-41.0,1.3333333333333335,26.25,-41.25,1.5,18.60000000000001,-38.599999999999994,1.2
13497,2009,2009-07-03,R14,Collingwood,Essendon,Home,10.0,-117.0,2.0,1.0,33.0,18.0,0.0,-4.5,0.5,0.0,1.0,-23.0,0.6666666666666667,11.75,-31.75,1.0,2.0,-29.200000000000003,0.8
13498,2009,2009-07-04,R14,Melbourne,Hawthorn,Home,-233.0,128.0,-10.0,-4.0,-31.0,4.0,0.0,0.5,21.0,0.0,-8.333333333333343,31.0,-0.6666666666666666,-14.5,17.5,-0.5,-16.0,18.400000000000006,-0.8
13499,2009,2009-07-04,R14,Port Adelaide,Adelaide,Home,36.0,214.0,-4.0,-2.0,3.0,53.0,-2.0,-10.5,83.0,-2.0,-19.0,40.66666666666667,-1.3333333333333335,-21.75,39.25,-1.5,-24.599999999999994,44.0,-1.6
13500,2009,2009-07-04,R14,Richmond,Brisbane Lions,Away,-155.0,272.0,-10.0,-5.0,-75.0,36.0,-2.0,-38.0,31.0,-1.0,-31.0,35.66666666666667,-0.6666666666666666,-19.25,34.5,-0.5,-14.599999999999994,33.19999999999999,-0.3999999999999999
13501,2009,2009-07-04,R14,Footscray,West Coast,Home,342.0,-70.0,10.0,5.0,1.0,-1.0,0.0,30.5,-24.5,1.0,47.0,-19.66666666666667,1.3333333333333335,47.0,-23.25,1.5,47.19999999999999,-13.0,1.2000000000000002
13502,2009,2009-07-05,R14,Sydney,Carlton,Home,-179.0,-14.0,-2.0,-1.0,2.0,-51.0,0.0,-13.5,-33.0,0.0,-21.33333333333333,-28.666666666666657,-0.6666666666666666,-24.5,-9.75,-1.0,-7.0,-15.0,-0.4
13504,2009,2009-07-05,R14,Fremantle,Geelong,Away,-448.0,385.0,-20.0,-7.0,-37.0,81.0,-2.0,-28.0,50.0,-2.0,-28.33333333333333,39.0,-2.0,-26.75,40.5,-2.0,-27.599999999999994,29.200000000000003,-2.0
13503,2009,2009-07-05,R14,St Kilda,North Melbourne,Home,399.0,-486.0,18.0,6.0,6.0,-72.0,2.0,43.0,-22.5,2.0,44.00000000000001,-30.333333333333336,2.0,33.5,-36.0,2.0,26.599999999999994,-29.599999999999994,1.6
13505,2009,2009-07-10,R15,Footscray,Collingwood,Away,200.0,46.0,2.0,1.0,31.0,-22.0,0.0,-15.0,-10.5,0.0,6.0,-14.333333333333336,0.0,12.25,-3.5,0.0,10.400000000000006,-2.5999999999999943,0.0
13506,2009,2009-07-11,R15,Carlton,Fremantle,Home,267.0,-184.0,8.0,3.0,15.0,-15.0,2.0,-1.5,-24.0,1.0,5.666666666666657,-12.666666666666671,0.6666666666666666,14.75,-6.5,1.0,11.599999999999994,-14.200000000000003,1.2
13507,2009,2009-07-11,R15,Sydney,Geelong,Away,-360.0,196.0,-14.0,-5.0,15.0,-6.0,2.0,-19.0,-4.5,0.0,-22.0,1.6666666666666572,-0.6666666666666666,-22.5,3.5,-1.0,-29.39999999999999,12.200000000000003,-1.2000000000000002
13508,2009,2009-07-11,R15,Brisbane Lions,Essendon,Home,-41.0,-86.0,2.0,1.0,13.0,26.0,0.0,-6.0,7.5,0.0,-16.666666666666657,-5.666666666666671,0.0,-14.5,-8.75,0.0,-5.799999999999997,-17.60000000000001,0.3999999999999999
13509,2009,2009-07-11,R15,Adelaide,Richmond,Home,95.0,-273.0,12.0,5.0,17.0,-17.0,2.0,33.0,-20.0,2.0,14.0,-30.999999999999993,1.3333333333333335,20.75,-34.0,1.5,14.799999999999997,-33.8,1.2
13510,2009,2009-07-12,R15,Hawthorn,St Kilda,Home,-230.0,534.0,-16.0,-6.0,-46.0,48.0,-2.0,-25.5,59.5,-2.0,-34.66666666666667,39.0,-2.0,-30.25,33.75,-1.5,-25.0,39.0,-1.6
13511,2009,2009-07-12,R15,Melbourne,Port Adelaide,Home,-254.0,53.0,-10.0,-4.0,-16.0,12.0,0.0,-24.0,0.5,0.0,-3.0,-1.6666666666666714,0.0,-10.75,12.75,-0.5,-14.599999999999994,4.0,-0.4
13512,2009,2009-07-12,R15,West Coast,North Melbourne,Away,159.0,2.0,0.0,0.0,7.0,12.0,0.0,14.0,-4.5,1.0,27.0,5.0,0.6666666666666666,25.25,2.75,0.5,18.0,4.6000000000000085,0.4
13513,2009,2009-07-17,R16,Essendon,Footscray,Away,-248.0,67.0,-4.0,-2.0,-3.0,-39.0,2.0,-34.5,9.0,0.0,-13.666666666666671,-0.3333333333333428,0.0,-11.75,9.5,0.0,-18.0,15.799999999999997,-0.40000000000000013
13514,2009,2009-07-18,R16,Carlton,Brisbane Lions,Home,131.0,113.0,-2.0,-1.0,1.0,24.0,0.0,18.0,-2.0,1.0,-2.6666666666666714,25.33333333333333,0.0,-1.5,32.25,-0.5,0.0,24.599999999999994,0.0
13515,2009,2009-07-18,R16,Geelong,Hawthorn,Home,369.0,-240.0,12.0,4.0,-8.0,44.0,-2.0,16.0,1.0,-1.0,22.333333333333343,-5.666666666666657,0.0,27.5,-8.75,0.5,24.599999999999994,-6.6000000000000085,0.3999999999999999
13516,2009,2009-07-18,R16,Collingwood,Melbourne,Away,343.0,-281.0,14.0,6.0,10.0,20.0,0.0,0.0,-2.5,0.0,37.66666666666666,-10.333333333333343,0.6666666666666667,29.75,-24.0,1.0,37.0,-32.400000000000006,1.2
13517,2009,2009-07-18,R16,Fremantle,Sydney,Away,-132.0,236.0,-6.0,-2.0,-59.0,23.0,0.0,-29.5,26.5,-1.0,-14.333333333333329,45.66666666666667,-0.6666666666666666,-8.5,35.5,-0.5,-7.800000000000011,30.0,-0.4
13518,2009,2009-07-19,R16,Port Adelaide,Adelaide,Home,22.0,297.0,-6.0,-3.0,-40.0,88.0,-2.0,-7.0,41.5,-1.0,-3.6666666666666714,45.333333333333336,-1.3333333333333335,-8.75,62.25,-1.5,-14.200000000000003,41.0,-1.2
13519,2009,2009-07-19,R16,Richmond,North Melbourne,Draw,131.0,167.0,-2.0,-1.0,25.0,36.0,0.0,12.5,19.0,0.0,-8.333333333333329,7.333333333333329,0.0,10.75,7.75,0.5,15.0,17.0,0.4
13520,2009,2009-07-19,R16,St Kilda,West Coast,Home,266.0,-523.0,22.0,7.0,20.0,-20.0,2.0,9.5,-23.5,2.0,1.3333333333333286,-32.666666666666664,1.3333333333333335,7.75,-23.75,1.5,11.400000000000006,-27.400000000000006,1.6
13521,2009,2009-07-24,R17,Carlton,Collingwood,Away,90.0,76.0,-2.0,-1.0,48.0,-58.0,2.0,23.0,-39.5,1.0,19.66666666666667,-15.333333333333329,0.6666666666666667,-10.75,1.25,0.0,-7.400000000000006,8.600000000000009,-0.40000000000000013
13522,2009,2009-07-25,R17,Geelong,North Melbourne,Home,585.0,-230.0,20.0,6.0,32.0,-14.0,2.0,16.5,10.5,1.0,11.0,4.0,0.6666666666666666,17.25,-2.0,1.0,27.799999999999997,-0.20000000000000284,1.2
13523,2009,2009-07-25,R17,Fremantle,Footscray,Home,-576.0,304.0,-16.0,-6.0,-56.0,-8.0,-2.0,-76.5,5.5,-1.0,-61.99999999999999,27.0,-1.3333333333333333,-52.25,41.0,-1.5,-54.2,42.8,-1.6
13524,2009,2009-07-25,R17,St Kilda,West Coast,Home,295.0,-587.0,24.0,7.0,29.0,-64.0,2.0,24.5,-42.0,2.0,16.0,-37.0,2.0,8.25,-40.5,1.5,12.0,-31.799999999999997,1.6
13525,2009,2009-07-25,R17,Brisbane Lions,Hawthorn,Home,57.0,-176.0,4.0,2.0,-59.0,-29.0,0.0,-12.0,-14.0,0.0,3.666666666666657,-11.0,0.0,8.75,-21.0,0.5,15.399999999999991,-25.19999999999999,0.8
13526,2009,2009-07-26,R17,Melbourne,Port Adelaide,Away,-284.0,83.0,-10.0,-3.0,-41.0,41.0,-2.0,-15.0,15.0,0.0,-15.333333333333329,14.0,0.0,-19.5,7.75,0.0,-7.800000000000011,5.0,0.0
13527,2009,2009-07-26,R17,Essendon,Richmond,Away,194.0,-179.0,10.0,3.0,-15.0,18.0,0.0,1.5,-9.5,1.0,-5.0,-6.333333333333343,0.6666666666666666,21.25,-11.0,1.0,24.799999999999997,-7.599999999999994,0.7999999999999999
13528,2009,2009-07-26,R17,Adelaide,Sydney,Home,52.0,-200.0,8.0,3.0,-15.0,-19.0,0.0,21.5,-56.5,1.0,15.0,-37.66666666666666,0.6666666666666666,15.25,-32.25,1.0,12.599999999999994,-38.8,1.2000000000000002
13529,2009,2009-07-31,R18,North Melbourne,Carlton,Away,-435.0,54.0,-10.0,-3.0,35.0,22.0,0.0,-2.0,22.0,-1.0,-16.33333333333333,9.333333333333329,-1.3333333333333333,-19.75,7.0,-1.5,-12.0,0.0,-1.2
13530,2009,2009-08-01,R18,Geelong,St Kilda,Home,127.0,348.0,-4.0,-1.0,-7.0,37.0,0.0,2.5,30.0,0.0,-6.666666666666657,32.666666666666664,-0.6666666666666667,-6.5,26.0,-1.0,0.7999999999999972,31.200000000000003,-0.8
13531,2009,2009-08-01,R18,Footscray,Brisbane Lions,Home,274.0,80.0,0.0,0.0,-55.0,31.0,-2.0,-7.0,27.0,-1.0,-4.0,33.333333333333336,-1.3333333333333335,10.25,4.25,-0.5,7.599999999999994,9.399999999999991,-0.40000000000000013
13532,2009,2009-08-01,R18,Collingwood,Fremantle,Home,373.0,-326.0,14.0,4.0,23.0,-26.0,0.0,26.0,16.5,0.0,50.00000000000001,4.333333333333329,0.6666666666666666,38.0,-8.75,1.0,47.2,-23.80000000000001,1.2000000000000002
13533,2009,2009-08-01,R18,Sydney,Adelaide,Away,-116.0,188.0,-8.0,-3.0,-64.0,-12.0,0.0,-24.5,3.5,0.0,-35.66666666666666,33.66666666666667,-0.6666666666666666,-27.25,25.25,-0.5,-25.0,23.400000000000006,-0.8
13534,2009,2009-08-02,R18,Melbourne,Essendon,Away,-339.0,148.0,-10.0,-3.0,-46.0,-33.0,0.0,-22.5,-9.5,0.0,-17.0,-0.3333333333333286,0.0,-1.5,-2.75,0.5,-17.200000000000003,6.599999999999994,0.0
13535,2009,2009-08-02,R18,Port Adelaide,Hawthorn,Home,60.0,104.0,0.0,0.0,-36.0,33.0,0.0,-22.5,16.5,0.0,-9.333333333333329,23.33333333333333,-0.6666666666666666,13.75,4.25,0.0,11.200000000000003,6.400000000000006,0.0
13536,2009,2009-08-02,R18,West Coast,Richmond,Home,-10.0,-146.0,0.0,0.0,-35.0,-25.0,-2.0,-22.0,1.0,-1.0,-21.0,-5.666666666666671,-0.6666666666666666,-14.0,-1.75,-0.5,3.0,-2.3999999999999915,0.0
13537,2009,2009-08-07,R19,Carlton,Geelong,Home,-173.0,187.0,-12.0,-3.0,1.0,-7.0,0.0,-29.0,-5.5,-1.0,-17.0,-6.333333333333343,-0.6666666666666667,-1.75,-9.5,0.0,4.6000000000000085,-5.799999999999997,0.40000000000000013
13538,2009,2009-08-08,R19,Footscray,Collingwood,Away,209.0,87.0,0.0,0.0,16.0,25.0,0.0,-8.5,45.5,-1.0,3.333333333333343,13.333333333333329,0.0,2.25,10.25,-0.5,8.0,3.8000000000000114,-0.40000000000000013
13539,2009,2009-08-08,R19,Hawthorn,Brisbane Lions,Away,-27.0,226.0,-6.0,-3.0,48.0,26.0,0.0,15.0,25.0,-1.0,29.666666666666657,26.333333333333343,-0.6666666666666666,13.5,19.5,-0.5,3.799999999999997,16.599999999999994,-0.3999999999999999
13540,2009,2009-08-08,R19,Essendon,St Kilda,Draw,-162.0,571.0,-20.0,-6.0,-26.0,2.0,-2.0,-18.0,21.0,-2.0,-23.66666666666667,32.33333333333334,-2.0,-13.5,24.75,-1.5,-15.600000000000009,23.19999999999999,-1.6
13541,2009,2009-08-08,R19,Adelaide,West Coast,Away,136.0,-212.0,12.0,5.0,-4.0,25.0,-2.0,31.0,8.0,0.0,11.333333333333329,3.0,0.0,23.5,-17.0,0.5,20.799999999999997,-19.0,0.7999999999999999
13542,2009,2009-08-09,R19,North Melbourne,Port Adelaide,Home,-340.0,-111.0,-10.0,-4.0,-37.0,-9.0,-2.0,-12.0,-12.5,-1.0,-17.0,-5.333333333333343,-1.3333333333333333,-19.25,-11.0,-1.0,-24.0,-4.800000000000011,-1.2
13543,2009,2009-08-09,R19,Richmond,Sydney,Away,-21.0,183.0,-4.0,-1.0,-7.0,-12.0,2.0,13.0,17.0,1.0,16.0,-1.6666666666666572,0.6666666666666666,16.25,-0.75,0.5,10.0,2.799999999999997,0.0
13544,2009,2009-08-09,R19,Fremantle,Melbourne,Home,17.0,46.0,2.0,1.0,-2.0,25.0,0.0,9.5,11.5,1.0,-1.6666666666666714,-10.666666666666657,0.6666666666666666,-23.25,2.0,0.0,-21.0,6.200000000000003,-0.4
13545,2009,2009-08-14,R20,Hawthorn,Adelaide,Away,-51.0,247.0,-6.0,-2.0,-19.0,-15.0,0.0,-3.5,6.5,0.0,-13.666666666666671,16.66666666666667,-0.6666666666666666,8.0,5.25,0.0,-5.0,14.399999999999991,0.0
13546,2009,2009-08-15,R20,Richmond,Geelong,Away,-453.0,412.0,-22.0,-7.0,6.0,26.0,0.0,-0.5,8.5,0.0,0.3333333333333286,5.0,0.0,-7.75,7.25,-0.5,-1.4000000000000057,6.0,-0.3999999999999999
13547,2009,2009-08-15,R20,West Coast,Footscray,Home,-456.0,106.0,-12.0,-4.0,5.0,-5.0,2.0,-5.5,-8.5,1.0,-2.0,-17.33333333333333,0.6666666666666666,-8.25,-2.5,0.0,-14.600000000000009,-6.200000000000003,0.0
13548,2009,2009-08-15,R20,Brisbane Lions,North Melbourne,Away,253.0,-175.0,12.0,4.0,-36.0,26.0,-2.0,-32.5,13.5,-1.0,-8.0,-4.666666666666657,0.0,-11.75,-13.0,0.5,-0.6000000000000085,-12.0,0.7999999999999999
13549,2009,2009-08-15,R20,Sydney,Collingwood,Away,-196.0,175.0,-10.0,-4.0,34.0,0.0,0.0,16.0,19.5,-1.0,2.0,16.333333333333336,-0.6666666666666667,-1.75,13.0,-0.5,-9.200000000000003,9.799999999999997,-0.8
13550,2009,2009-08-16,R20,Melbourne,St Kilda,Home,-500.0,784.0,-32.0,-9.0,-13.0,74.0,-2.0,-12.5,33.5,-2.0,-27.0,24.666666666666657,-2.0,-28.75,35.75,-2.0,-20.799999999999997,32.599999999999994,-1.6
13551,2009,2009-08-16,R20,Port Adelaide,Carlton,Away,-128.0,229.0,-4.0,-1.0,-23.0,54.0,-2.0,2.0,36.5,-1.0,8.666666666666671,37.0,-0.6666666666666666,3.5,31.0,-0.5,-1.0,27.19999999999999,-0.8
13552,2009,2009-08-16,R20,Essendon,Fremantle,Home,279.0,-172.0,6.0,2.0,-29.0,13.0,-2.0,-20.5,-1.5,-1.0,-5.333333333333329,10.666666666666657,-1.3333333333333333,1.75,18.25,-1.0,20.19999999999999,3.0,-0.4
13553,2009,2009-08-21,R21,Footscray,Geelong,Home,46.0,117.0,-8.0,-2.0,10.0,-3.0,0.0,22.5,1.0,0.0,21.0,-3.0,0.0,6.25,-0.25,-0.5,2.200000000000003,-0.3999999999999915,-0.40000000000000013
13554,2009,2009-08-22,R21,Carlton,Port Adelaide,Home,182.0,-283.0,6.0,2.0,54.0,-54.0,2.0,38.5,-54.0,2.0,16.66666666666667,-42.33333333333333,1.3333333333333335,7.0,-41.25,1.0,8.0,-35.599999999999994,0.8
13555,2009,2009-08-22,R21,Adelaide,Hawthorn,Home,78.0,-274.0,8.0,3.0,27.0,-27.0,2.0,23.0,-6.0,1.0,11.333333333333329,-13.333333333333329,0.6666666666666666,17.0,-19.25,1.0,-1.0,-9.599999999999994,0.4
13556,2009,2009-08-22,R21,Richmond,West Coast,Away,-84.0,266.0,-4.0,-1.0,-51.0,80.0,-2.0,-42.5,53.0,-2.0,-31.33333333333333,40.0,-1.3333333333333335,-14.75,36.25,-0.5,-10.0,23.599999999999994,-0.3999999999999999
13557,2009,2009-08-22,R21,Brisbane Lions,Melbourne,Home,267.0,-312.0,14.0,5.0,-43.0,38.0,-2.0,-8.5,1.0,-1.0,-14.666666666666671,3.6666666666666714,-0.6666666666666666,5.5,4.5,0.0,2.5999999999999943,-10.399999999999991,0.4
13558,2009,2009-08-23,R21,St Kilda,Essendon,Away,147.0,-607.0,20.0,6.0,-2.0,2.0,-2.0,-7.5,-18.0,0.0,3.6666666666666714,-12.666666666666671,0.6666666666666666,5.25,-19.5,1.0,11.200000000000003,-26.599999999999994,1.2000000000000002
13559,2009,2009-08-23,R21,Collingwood,Sydney,Home,261.0,-208.0,12.0,5.0,65.0,-33.0,2.0,15.5,-16.5,1.0,11.0,-24.000000000000007,1.3333333333333335,14.75,-20.5,1.0,14.400000000000006,-17.0,0.8
13560,2009,2009-08-23,R21,Fremantle,North Melbourne,Home,7.0,189.0,0.0,0.0,-8.0,17.0,0.0,-7.5,15.0,0.0,-6.333333333333329,15.666666666666671,0.0,-5.75,-0.75,0.5,-12.200000000000003,-5.200000000000003,0.4
13561,2009,2009-08-28,R22,West Coast,Richmond,Home,39.0,-279.0,4.0,2.0,-45.0,-13.0,0.0,3.0,-46.5,1.0,13.333333333333343,-39.66666666666666,1.3333333333333333,12.25,-33.25,1.0,2.799999999999997,-31.599999999999994,0.3999999999999999
13562,2009,2009-08-29,R22,Geelong,North Melbourne,Home,609.0,-187.0,22.0,8.0,32.0,51.0,-2.0,26.0,14.0,0.0,-3.0,21.33333333333333,-0.6666666666666666,0.0,15.25,0.0,4.800000000000011,8.599999999999994,0.3999999999999999
13563,2009,2009-08-29,R22,Hawthorn,Brisbane Lions,Away,-54.0,206.0,-6.0,-1.0,28.0,1.0,0.0,5.5,-3.5,0.0,-9.0,-6.666666666666671,0.0,5.25,1.5,0.0,0.6000000000000085,6.0,-0.4
13564,2009,2009-08-29,R22,Carlton,Adelaide,Away,238.0,194.0,0.0,0.0,31.0,48.0,0.0,29.0,24.0,0.0,29.0,7.0,0.6666666666666667,22.5,3.0,1.0,-0.4000000000000057,8.799999999999997,0.40000000000000013
13565,2009,2009-08-29,R22,Sydney,Essendon,Away,-168.0,-101.0,-2.0,-1.0,-31.0,-44.0,0.0,-27.0,-30.0,-1.0,-6.0,-26.33333333333333,0.0,1.75,-20.0,0.0,-4.199999999999989,-26.200000000000003,0.4
13566,2009,2009-08-29,R22,Port Adelaide,Fremantle,Away,230.0,8.0,6.0,3.0,-49.0,20.0,-2.0,-23.0,7.0,-1.0,-29.33333333333333,18.66666666666667,-1.3333333333333333,-11.75,12.0,-0.5,-11.200000000000003,22.799999999999997,-0.7999999999999999
13567,2009,2009-08-30,R22,Melbourne,Footscray,Away,-639.0,307.0,-20.0,-8.0,-14.0,57.0,-2.0,5.5,18.5,-1.0,-8.333333333333329,19.33333333333333,-0.6666666666666666,-13.5,16.0,-1.0,-13.0,5.200000000000003,-0.7999999999999999
13568,2009,2009-08-30,R22,Collingwood,St Kilda,Away,15.0,334.0,-8.0,-2.0,38.0,-8.0,2.0,41.0,-29.5,2.0,32.33333333333334,-13.333333333333329,1.3333333333333335,24.5,-19.5,1.0,17.200000000000003,-19.800000000000004,0.8
13569,2009,2009-09-04,EF,Adelaide,Essendon,Home,24.0,-338.0,8.0,2.0,60.0,5.0,0.0,47.5,-44.0,1.0,26.33333333333333,-43.0,0.6666666666666667,15.0,-31.75,0.5,16.60000000000001,-25.799999999999997,0.3999999999999999
13570,2009,2009-09-05,QF,Geelong,Carlton,Home,42.0,-240.0,10.0,0.0,-10.0,-122.0,2.0,-33.5,-54.0,0.0,-32.0,-29.33333333333333,0.0,-32.75,-13.25,-0.5,-26.39999999999999,-9.200000000000003,-0.40000000000000013
13571,2009,2009-09-05,EF,Brisbane Lions,Footscray,Home,-361.0,-50.0,-4.0,1.0,0.0,16.0,0.0,-1.5,6.0,0.0,-7.0,10.0,-0.6666666666666667,-7.75,3.75,-0.5,-17.400000000000006,6.0,-0.8
13572,2009,2009-09-06,QF,St Kilda,Collingwood,Home,23.0,-367.0,10.0,2.0,38.0,-33.0,2.0,0.0,-12.5,0.0,-14.666666666666657,8.666666666666657,-0.6666666666666666,-14.75,1.75,-0.5,-12.0,9.0,-0.40000000000000013
13573,2009,2009-09-11,SF,Footscray,Brisbane Lions,Home,332.0,42.0,2.0,1.0,-29.0,-8.0,-2.0,-14.5,-12.0,-1.0,-8.666666666666671,-6.666666666666671,-0.6666666666666667,-2.0,-9.5,0.0,0.4000000000000057,-4.6000000000000085,0.0
13574,2009,2009-09-12,SF,Collingwood,Adelaide,Home,-44.0,-1.0,0.0,0.0,-114.0,10.0,-2.0,-107.0,3.0,-2.0,-79.66666666666666,4.666666666666671,-1.3333333333333335,-45.25,1.5,-1.0,-32.0,-3.0,-0.40000000000000013
13575,2009,2009-09-18,PF,St Kilda,Footscray,Home,-290.0,-629.0,10.0,2.0,-27.0,-4.0,0.0,2.5,-16.5,1.0,-12.0,-15.0,0.0,-9.5,-7.75,-0.5,-13.200000000000003,-13.199999999999989,-0.40000000000000013
13576,2009,2009-09-19,PF,Geelong,Collingwood,Home,99.0,-39.0,6.0,1.0,13.0,4.0,0.0,27.5,-11.0,1.0,25.0,-4.0,0.6666666666666666,17.5,4.75,0.5,-4.0,11.400000000000006,0.0
13577,2009,2009-09-26,GF,St Kilda,Geelong,Away,-191.0,-428.0,4.0,1.0,-60.0,6.0,0.0,-38.0,-12.0,0.0,-18.666666666666657,-3.6666666666666643,0.0,-23.25,-14.25,0.0,-15.399999999999991,-6.799999999999997,-0.40000000000000013
