Game,Season,Date,Round,HomeTeam,AwayTeam,Winner,SeasonPointsBy,SeasonPointsAgainst,SeasonPerformance,Ranking,PointsBy_Last_1,PointsAgainst_Last_1,Performance_Last_1,PointsBy_Last_2,PointsAgainst_Last_2,Performance_Last_2,PointsBy_Last_3,PointsAgainst_Last_3,Performance_Last_3,PointsBy_Last_4,PointsAgainst_Last_4,Performance_Last_4,PointsBy_Last_5,PointsAgainst_Last_5,Performance_Last_5
12978,2006,2006-08-05,R18,Adelaide,Footscray,Home,86.0,-428.0,8.0,4.0,15.0,46.0,0.0,25.0,4.0,1.0,16.33333333333333,0.3333333333333428,0.6666666666666666,17.0,-7.75,1.0,28.39999999999999,-8.0,0.8
12977,2006,2006-08-05,R18,Sydney,Essendon,Home,61.0,-572.0,16.0,5.0,-83.0,-73.0,0.0,-43.5,-62.5,1.0,-31.0,-44.00000000000001,0.6666666666666666,-29.75,-39.0,0.5,-23.39999999999999,-38.8,0.7999999999999999
12975,2006,2006-08-05,R18,Carlton,Collingwood,Home,-476.0,234.0,-18.0,-6.0,-24.0,39.0,-2.0,-23.0,27.0,-2.0,-23.333333333333343,15.0,-1.3333333333333333,-14.0,16.25,-1.0,-9.0,8.799999999999997,-0.8
12979,2006,2006-08-06,R18,Brisbane Lions,Hawthorn,Away,193.0,-58.0,4.0,2.0,55.0,47.0,0.0,32.5,18.5,1.0,25.666666666666657,4.0,1.3333333333333333,15.75,-1.0,1.0,15.799999999999997,-14.599999999999994,1.2
12980,2006,2006-08-06,R18,North Melbourne,Geelong,Home,-142.0,144.0,-4.0,-2.0,30.0,-30.0,2.0,-4.0,2.5,0.0,2.666666666666657,10.666666666666671,-0.6666666666666666,-10.0,9.25,-0.5,0.20000000000000284,-4.200000000000003,0.0
12981,2006,2006-08-06,R18,Fremantle,Port Adelaide,Home,10.0,-82.0,8.0,3.0,57.0,12.0,2.0,46.5,7.5,2.0,51.33333333333333,17.0,2.0,56.25,11.75,2.0,40.2,3.5999999999999943,1.6
12982,2006,2006-08-11,R19,Essendon,Collingwood,Home,-297.0,387.0,-18.0,-7.0,19.0,58.0,0.0,33.0,56.5,0.0,14.666666666666671,42.66666666666667,-0.6666666666666666,2.75,20.75,-0.5,7.200000000000003,17.19999999999999,-0.4
12984,2006,2006-08-12,R19,West Coast,North Melbourne,Home,318.0,-193.0,14.0,5.0,14.0,-6.0,0.0,44.5,8.5,0.0,42.33333333333334,6.666666666666671,0.0,27.5,0.0,0.5,26.0,4.3999999999999915,0.40000000000000013
12986,2006,2006-08-12,R19,Footscray,Port Adelaide,Away,324.0,-36.0,10.0,4.0,35.0,-6.0,2.0,26.5,18.0,1.0,27.333333333333336,20.66666666666667,0.6666666666666666,33.5,18.5,1.0,32.4,15.200000000000003,0.8
12983,2006,2006-08-12,R19,Melbourne,Sydney,Away,56.0,141.0,2.0,1.0,-43.0,7.0,-2.0,-0.5,12.5,-1.0,-11.666666666666671,22.666666666666664,-1.3333333333333335,-7.5,13.25,-0.5,1.2000000000000028,8.400000000000006,0.0
12985,2006,2006-08-12,R19,Richmond,Brisbane Lions,Home,-197.0,26.0,2.0,1.0,-9.0,-4.0,0.0,-30.5,5.0,0.0,-30.66666666666667,12.333333333333329,-0.6666666666666666,-31.25,5.75,-1.0,-24.599999999999994,-4.200000000000003,-0.4
12988,2006,2006-08-13,R19,Hawthorn,Fremantle,Home,-195.0,212.0,-12.0,-5.0,-53.0,53.0,-2.0,-46.0,38.5,-2.0,-38.0,31.33333333333333,-2.0,-40.0,24.75,-2.0,-36.2,25.0,-2.0
12987,2006,2006-08-13,R19,Adelaide,Carlton,Away,470.0,-619.0,24.0,9.0,-22.0,-19.0,0.0,-14.0,19.5,0.0,-3.0,-4.666666666666671,0.6666666666666666,5.0,-12.75,1.0,8.799999999999997,-26.200000000000003,1.2000000000000002
12989,2006,2006-08-13,R19,Geelong,St Kilda,Away,-19.0,200.0,-4.0,-1.0,45.0,-11.0,2.0,-34.5,4.0,0.0,-14.333333333333329,12.333333333333343,0.0,-12.25,6.0,0.0,-5.799999999999997,7.6000000000000085,0.0
12990,2006,2006-08-18,R20,Port Adelaide,Collingwood,Away,-304.0,135.0,-8.0,-2.0,44.0,17.0,2.0,27.5,21.5,1.0,-2.6666666666666714,17.33333333333333,0.0,-18.75,6.5,-0.5,-24.200000000000003,-5.0,-0.4
12991,2006,2006-08-19,R20,Footscray,Sydney,Home,165.0,352.0,-2.0,-1.0,-4.0,42.0,-2.0,-10.0,23.5,-1.0,-9.666666666666671,38.66666666666667,-1.3333333333333335,-10.25,38.25,-1.5,0.7999999999999972,33.2,-0.8
12994,2006,2006-08-19,R20,Fremantle,Hawthorn,Home,177.0,-222.0,12.0,4.0,-18.0,-10.0,0.0,17.5,-31.5,1.0,24.66666666666667,-29.0,1.3333333333333335,24.0,-26.0,1.5,28.400000000000006,-21.799999999999997,1.6
12993,2006,2006-08-19,R20,Essendon,Adelaide,Away,-323.0,723.0,-24.0,-6.0,-6.0,-34.0,2.0,4.5,14.0,0.0,28.666666666666657,-4.666666666666671,0.6666666666666666,16.75,9.75,0.0,5.799999999999997,8.0,-0.3999999999999999
12992,2006,2006-08-19,R20,Geelong,St Kilda,Home,-42.0,223.0,-6.0,-2.0,-23.0,23.0,-2.0,11.0,6.0,0.0,-30.66666666666667,10.333333333333329,-0.6666666666666666,-16.5,15.0,-0.5,-14.399999999999991,9.400000000000006,-0.40000000000000013
12997,2006,2006-08-20,R20,North Melbourne,West Coast,Away,-344.0,219.0,-16.0,-4.0,-26.0,26.0,-2.0,-20.0,16.0,-1.0,-38.33333333333333,3.0,-0.6666666666666667,-38.25,1.5,-0.5,-27.200000000000003,5.200000000000003,-0.8
12996,2006,2006-08-20,R20,Carlton,Melbourne,Away,-286.0,354.0,-18.0,-5.0,27.0,18.0,0.0,17.0,5.5,1.0,1.3333333333333286,16.66666666666667,0.0,10.5,14.75,0.0,10.399999999999991,23.39999999999999,-0.4
12995,2006,2006-08-20,R20,Brisbane Lions,Richmond,Away,115.0,56.0,-4.0,-1.0,-82.0,82.0,-2.0,-36.5,43.0,-1.0,-7.0,24.000000000000014,-0.6666666666666666,2.5,11.25,0.0,8.599999999999994,11.799999999999997,0.4
12998,2006,2006-08-25,R21,Footscray,St Kilda,Away,248.0,303.0,0.0,0.0,49.0,-16.0,2.0,18.5,4.5,0.0,26.0,-3.666666666666657,0.6666666666666666,-7.0,9.25,0.0,-0.6000000000000085,13.400000000000006,-0.3999999999999999
13002,2006,2006-08-26,R21,Sydney,North Melbourne,Home,218.0,-424.0,10.0,2.0,-19.0,-42.0,0.0,-2.5,-43.0,1.0,9.0,-26.0,0.6666666666666666,3.5,-22.0,0.5,12.600000000000009,-31.799999999999997,0.8
13001,2006,2006-08-26,R21,Richmond,Brisbane Lions,Home,-27.0,-75.0,6.0,1.0,88.0,-19.0,2.0,85.0,-50.5,2.0,53.66666666666667,-35.0,1.3333333333333333,27.25,-22.75,1.0,15.599999999999994,-12.799999999999997,0.4
13000,2006,2006-08-26,R21,Hawthorn,Melbourne,Home,-315.0,321.0,-12.0,-3.0,-8.0,24.0,0.0,21.0,9.5,1.0,6.666666666666671,14.333333333333329,0.6666666666666666,-7.75,22.0,0.0,-4.799999999999997,15.200000000000003,0.0
12999,2006,2006-08-26,R21,Geelong,Essendon,Draw,33.0,-418.0,14.0,2.0,-16.0,-61.0,2.0,-5.0,-9.5,0.0,7.0,-16.0,0.6666666666666666,-19.75,-20.25,0.0,-18.799999999999997,-19.39999999999999,0.3999999999999999
13005,2006,2006-08-27,R21,West Coast,Carlton,Away,388.0,-452.0,26.0,6.0,19.0,-88.0,2.0,18.0,-60.0,2.0,18.0,-44.66666666666667,1.3333333333333335,32.5,-39.5,1.5,23.0,-27.19999999999999,1.2000000000000002
13004,2006,2006-08-27,R21,Collingwood,Fremantle,Home,240.0,22.0,-2.0,-1.0,-25.0,31.0,0.0,-29.5,12.5,-1.0,-36.33333333333333,10.666666666666664,-1.3333333333333335,-25.75,2.75,-1.0,-14.400000000000006,6.800000000000011,-0.8
13003,2006,2006-08-27,R21,Port Adelaide,Adelaide,Home,-354.0,468.0,-16.0,-4.0,-11.0,-16.0,0.0,7.0,-10.0,1.0,7.0,3.3333333333333286,0.0,-3.0,-19.5,0.0,-15.199999999999989,-13.200000000000003,-0.4
13006,2006,2006-09-01,R22,Footscray,Essendon,Home,268.0,-274.0,18.0,5.0,-21.0,13.0,0.0,-11.0,-6.5,1.0,-1.6666666666666714,10.333333333333329,0.0,5.5,-1.75,0.5,-14.0,-2.1999999999999886,0.0
13010,2006,2006-09-02,R22,Fremantle,Melbourne,Home,-124.0,16.0,2.0,1.0,24.0,-33.0,2.0,3.0,-29.5,1.0,12.666666666666671,-24.666666666666657,1.3333333333333335,17.25,-25.75,1.5,11.399999999999991,-16.39999999999999,1.2
13009,2006,2006-09-02,R22,Brisbane Lions,West Coast,Away,-297.0,342.0,-18.0,-8.0,-21.0,-21.0,0.0,-41.5,20.5,-1.0,-43.333333333333336,34.0,-1.3333333333333333,-35.25,36.75,-1.5,-36.599999999999994,44.80000000000001,-1.6
13008,2006,2006-09-02,R22,Adelaide,Port Adelaide,Home,340.0,-454.0,14.0,6.0,-14.0,14.0,-2.0,-1.5,15.0,-1.0,-9.333333333333343,11.333333333333329,-1.3333333333333333,-8.75,1.0,-0.5,-0.4000000000000057,18.39999999999999,-0.4
13007,2006,2006-09-02,R22,Richmond,St Kilda,Away,-117.0,377.0,-4.0,-2.0,-13.0,21.0,0.0,35.5,1.0,1.0,36.66666666666667,-6.0,0.6666666666666667,32.25,-4.0,0.5,5.200000000000003,17.400000000000006,0.0
13012,2006,2006-09-03,R22,Collingwood,Geelong,Home,296.0,25.0,6.0,3.0,62.0,18.0,2.0,30.5,21.0,1.0,14.0,4.333333333333329,0.6666666666666666,-2.0,-4.0,0.0,9.0,-7.6000000000000085,0.3999999999999999
13013,2006,2006-09-03,R22,Hawthorn,Carlton,Home,-46.0,-211.0,10.0,2.0,-54.0,-120.0,2.0,-12.5,-77.0,2.0,-0.6666666666666714,-59.000000000000014,2.0,-7.75,-36.5,1.0,-10.400000000000006,-28.0,0.7999999999999999
13011,2006,2006-09-03,R22,Sydney,North Melbourne,Home,279.0,-442.0,12.0,5.0,61.0,-18.0,2.0,21.0,-30.0,1.0,18.66666666666667,-34.66666666666667,1.3333333333333333,22.0,-24.0,1.0,15.0,-21.200000000000003,0.8
13014,2006,2006-09-08,EF,St Kilda,Melbourne,Away,-72.0,-205.0,2.0,1.0,14.0,-95.0,2.0,31.0,-48.5,2.0,-4.666666666666671,-21.666666666666657,0.6666666666666666,6.5,-20.0,1.0,2.3999999999999915,-12.399999999999991,0.7999999999999999
13016,2006,2006-09-09,QF,West Coast,Sydney,Away,159.0,244.0,6.0,3.0,37.0,41.0,0.0,0.5,59.5,-1.0,17.33333333333333,27.0,0.0,16.0,24.75,0.0,9.199999999999989,17.0,0.0
13015,2006,2006-09-09,QF,Adelaide,Fremantle,Home,252.0,-253.0,2.0,1.0,1.0,22.0,0.0,-18.0,28.0,-1.0,-17.333333333333343,35.0,-1.3333333333333335,-16.75,30.0,-1.5,-22.60000000000001,24.599999999999994,-1.2
13017,2006,2006-09-10,EF,Collingwood,Footscray,Away,34.0,-208.0,2.0,1.0,-8.0,-54.0,0.0,28.0,-42.0,1.0,13.333333333333329,-31.66666666666667,0.6666666666666667,2.5,-31.5,0.5,-7.200000000000003,-29.19999999999999,0.0
13018,2006,2006-09-15,SF,Fremantle,Melbourne,Home,-111.0,-60.0,2.0,1.0,-44.0,4.0,-2.0,6.5,-38.0,0.0,12.333333333333329,-36.33333333333333,0.6666666666666666,4.75,-33.75,0.5,10.200000000000003,-30.0,0.8
13019,2006,2006-09-16,SF,West Coast,Footscray,Home,-91.0,-294.0,6.0,2.0,-37.0,5.0,-2.0,-5.5,-17.5,-1.0,-14.0,-19.66666666666667,-0.6666666666666666,-8.25,-26.25,-0.5,-3.4000000000000057,-25.799999999999997,0.0
13020,2006,2006-09-22,PF,Sydney,Fremantle,Home,-44.0,-329.0,-2.0,-1.0,-17.0,10.0,0.0,36.5,-11.0,1.0,6.333333333333329,-18.0,0.6666666666666667,-9.0,-6.25,0.0,-11.0,-3.5999999999999943,0.0
13021,2006,2006-09-23,PF,Adelaide,West Coast,Away,-47.0,-312.0,-2.0,-1.0,-37.0,7.0,0.0,15.5,8.0,1.0,-20.33333333333333,8.666666666666657,0.0,-6.0,3.25,0.0,-11.599999999999994,11.200000000000003,-0.3999999999999999
13022,2006,2006-09-30,GF,West Coast,Sydney,Home,229.0,267.0,6.0,1.0,-42.0,-17.0,0.0,-7.0,-31.0,0.0,-22.0,-7.0,-0.6666666666666667,2.5,6.0,-0.5,1.6000000000000085,10.400000000000006,-0.40000000000000013
13023,2007,2007-03-30,R1,Melbourne,St Kilda,Away,0.0,0.0,0.0,0.0,2.0,12.0,0.0,-8.0,13.5,0.0,-21.33333333333333,29.0,-0.6666666666666666,-6.5,16.75,-0.5,0.5999999999999943,13.800000000000011,-0.3999999999999999
13026,2007,2007-03-31,R1,Brisbane Lions,West Coast,Home,0.0,0.0,0.0,0.0,-28.0,24.0,-2.0,-36.5,23.0,-2.0,-44.666666666666664,40.33333333333333,-2.0,-39.5,44.5,-1.5,-48.8,39.400000000000006,-1.6
13024,2007,2007-03-31,R1,North Melbourne,Port Adelaide,Away,0.0,0.0,0.0,0.0,-1.0,-12.0,0.0,-30.0,-17.5,-1.0,-21.66666666666667,2.6666666666666714,-0.6666666666666666,-22.25,6.0,-1.0,-14.0,1.0,-0.4
13025,2007,2007-03-31,R1,Fremantle,Collingwood,Away,0.0,0.0,0.0,0.0,12.0,6.0,0.0,-12.5,4.5,0.0,-45.0,-9.0,-0.6666666666666666,-18.25,-10.5,-0.5,-3.200000000000003,-11.0,0.0
13027,2007,2007-03-31,R1,Sydney,Hawthorn,Away,0.0,0.0,0.0,0.0,-49.0,13.0,-2.0,10.0,34.5,-1.0,-6.333333333333329,15.666666666666671,-0.6666666666666667,1.0,0.25,-0.5,10.0,-12.599999999999994,0.0
13030,2007,2007-04-01,R1,Carlton,Geelong,Home,0.0,0.0,0.0,0.0,-28.0,3.0,0.0,-5.0,32.5,0.0,-1.6666666666666572,47.33333333333333,-0.6666666666666666,1.25,38.0,-0.5,-3.799999999999997,27.599999999999994,-0.4
13029,2007,2007-04-01,R1,Footscray,Essendon,Home,0.0,0.0,0.0,0.0,-86.0,-34.0,0.0,-39.0,-41.5,1.0,-12.333333333333343,-27.333333333333343,1.3333333333333333,-4.75,-0.25,0.5,2.5999999999999943,-3.8000000000000114,0.7999999999999999
13028,2007,2007-04-01,R1,Adelaide,Richmond,Away,0.0,0.0,0.0,0.0,-10.0,-88.0,0.0,-31.5,-77.5,0.0,-17.0,-52.0,0.0,-28.0,-30.25,-0.5,-18.39999999999999,-23.200000000000003,-0.3999999999999999
13031,2007,2007-04-05,R2,Brisbane Lions,St Kilda,Home,-24.0,-18.0,0.0,0.0,-24.0,-18.0,0.0,-19.5,0.0,0.0,-35.666666666666664,13.333333333333329,-0.6666666666666666,-49.25,15.5,-1.0,-38.6,18.0,-0.7999999999999999
13034,2007,2007-04-07,R2,West Coast,Carlton,Home,-41.0,-25.0,0.0,0.0,-41.0,-25.0,0.0,0.0,-38.5,1.0,-9.0,-52.66666666666667,1.3333333333333335,-2.25,-64.75,1.5,-3.0,-57.39999999999999,1.2000000000000002
13033,2007,2007-04-07,R2,Geelong,Sydney,Home,20.0,39.0,0.0,0.0,20.0,39.0,0.0,4.0,43.5,0.0,-8.333333333333343,29.666666666666657,-0.6666666666666666,-5.0,17.0,-0.5,-15.200000000000003,25.400000000000006,-0.7999999999999999
13032,2007,2007-04-07,R2,Richmond,Collingwood,Away,16.0,36.0,-2.0,-1.0,16.0,36.0,-2.0,10.5,44.0,-1.0,3.6666666666666714,43.33333333333333,-0.6666666666666666,-1.25,28.25,-0.5,9.599999999999994,17.200000000000003,-0.40000000000000013
13037,2007,2007-04-08,R2,Footscray,Fremantle,Away,8.0,-28.0,2.0,1.0,8.0,-28.0,2.0,-22.5,-21.0,1.0,-8.666666666666671,-12.0,0.6666666666666666,18.75,3.25,1.0,3.200000000000003,16.599999999999994,0.3999999999999999
13036,2007,2007-04-08,R2,Essendon,Adelaide,Home,31.0,-31.0,2.0,1.0,31.0,-31.0,2.0,40.5,15.5,1.0,39.33333333333333,38.0,0.0,18.0,36.0,-0.5,13.0,22.0,0.0
13035,2007,2007-04-08,R2,Port Adelaide,North Melbourne,Home,42.0,23.0,2.0,1.0,42.0,23.0,2.0,21.5,17.5,1.0,34.0,19.33333333333333,1.3333333333333333,26.75,3.75,1.0,26.200000000000003,-0.19999999999998863,1.2
13038,2007,2007-04-09,R2,Hawthorn,Melbourne,Home,-18.0,-24.0,0.0,0.0,-18.0,-24.0,0.0,20.5,-27.0,1.0,3.0,-30.0,0.6666666666666666,9.75,-34.0,1.0,11.600000000000009,-28.0,1.2000000000000002
13039,2007,2007-04-13,R3,Collingwood,Richmond,Home,-13.0,-37.0,2.0,1.0,3.0,-1.0,0.0,-6.5,-18.5,1.0,-6.0,-29.666666666666657,0.6666666666666666,-2.0,-32.75,0.5,1.6000000000000085,-22.799999999999997,0.3999999999999999
13041,2007,2007-04-14,R3,Port Adelaide,West Coast,Away,82.0,61.0,0.0,0.0,35.0,29.0,0.0,41.0,30.5,0.0,23.0,42.66666666666667,-0.6666666666666667,19.75,33.5,-0.5,10.600000000000009,36.8,-0.8
13040,2007,2007-04-14,R3,Carlton,Adelaide,Home,15.0,83.0,0.0,0.0,-26.0,90.0,-2.0,7.5,41.5,0.0,-5.333333333333329,44.66666666666667,0.0,5.0,61.0,-0.5,-7.400000000000006,58.0,-0.7999999999999999
13042,2007,2007-04-14,R3,St Kilda,Essendon,Home,-84.0,-22.0,-2.0,-1.0,-72.0,-10.0,-2.0,-42.0,-11.0,-1.0,-45.66666666666666,-26.33333333333333,-0.6666666666666666,-35.5,-37.75,0.0,-21.200000000000003,-36.60000000000001,0.3999999999999999
13043,2007,2007-04-14,R3,Fremantle,Footscray,Away,32.0,40.0,-2.0,-1.0,40.0,12.0,0.0,16.0,20.0,-1.0,28.33333333333333,18.0,-0.6666666666666666,16.5,12.0,-0.5,-7.0,-0.20000000000000284,-0.7999999999999999
13046,2007,2007-04-15,R3,North Melbourne,Geelong,Away,-72.0,7.0,-2.0,-1.0,-58.0,38.0,-2.0,-36.0,3.5,-1.0,-24.33333333333333,4.333333333333329,-0.6666666666666666,-32.75,-5.75,-0.5,-27.799999999999997,9.199999999999989,-0.8
13044,2007,2007-04-15,R3,Sydney,Brisbane Lions,Home,-10.0,52.0,-2.0,-1.0,-14.0,22.0,0.0,-5.0,26.0,-1.0,5.666666666666671,9.666666666666671,-0.6666666666666666,26.0,6.0,0.0,27.400000000000006,-1.1999999999999886,0.3999999999999999
13045,2007,2007-04-15,R3,Melbourne,Hawthorn,Away,-4.0,46.0,-2.0,-1.0,-22.0,22.0,-2.0,-2.0,23.0,-1.0,-21.0,25.333333333333343,-1.3333333333333333,-7.75,28.0,-1.0,-12.200000000000003,31.599999999999994,-1.2000000000000002
13047,2007,2007-04-20,R4,Richmond,Footscray,Away,9.0,-1.0,-2.0,-1.0,24.0,-1.0,0.0,12.0,-11.5,0.0,3.0,-0.3333333333333286,-0.6666666666666666,13.75,14.75,-0.5,12.599999999999994,18.39999999999999,-0.4
13048,2007,2007-04-21,R4,Collingwood,Sydney,Away,15.0,41.0,0.0,0.0,19.0,21.0,0.0,3.0,18.0,-1.0,5.0,13.666666666666657,0.0,2.75,19.25,0.0,4.6000000000000085,11.199999999999989,0.0
13049,2007,2007-04-21,R4,St Kilda,Essendon,Away,-90.0,-81.0,0.0,0.0,-6.0,-59.0,2.0,-39.0,-34.5,0.0,-30.0,-27.0,0.0,-35.75,-34.5,0.0,-29.60000000000001,-42.0,0.3999999999999999
13050,2007,2007-04-21,R4,North Melbourne,Port Adelaide,Home,-53.0,-1.0,-4.0,-2.0,7.0,4.0,0.0,-5.5,11.0,-1.0,-17.66666666666667,-0.3333333333333428,-1.3333333333333333,-13.5,-3.25,-1.0,-22.599999999999994,-7.199999999999989,-1.2
13051,2007,2007-04-21,R4,Adelaide,Brisbane Lions,Home,31.0,50.0,0.0,0.0,18.0,-33.0,2.0,13.0,-5.5,1.0,10.333333333333329,16.666666666666664,0.0,12.25,6.75,0.0,17.0,-4.799999999999997,0.3999999999999999
13054,2007,2007-04-22,R4,West Coast,Carlton,Home,-62.0,-164.0,2.0,1.0,-24.0,-52.0,0.0,-10.5,-69.5,1.0,-20.66666666666667,-54.66666666666666,0.6666666666666667,-5.25,-54.0,1.0,-9.599999999999994,-59.400000000000006,1.2
13053,2007,2007-04-22,R4,Melbourne,Fremantle,Away,-74.0,-26.0,0.0,0.0,-13.0,8.0,0.0,-15.5,1.0,0.0,-24.66666666666667,-8.666666666666671,0.0,-23.0,-12.75,0.0,-20.799999999999997,-10.599999999999994,0.0
13052,2007,2007-04-22,R4,Hawthorn,Geelong,Home,-113.0,-21.0,0.0,0.0,-18.0,13.0,0.0,-32.0,11.5,0.0,-37.66666666666666,-7.0,0.0,-13.0,-20.5,0.5,-17.599999999999994,-28.0,0.8
13055,2007,2007-04-25,R5,Essendon,Collingwood,Away,110.0,39.0,2.0,1.0,33.0,-16.0,2.0,20.0,9.5,0.0,29.0,14.666666666666671,0.6666666666666666,27.5,9.75,0.5,31.0,13.0,0.3999999999999999
13056,2007,2007-04-27,R5,Port Adelaide,St Kilda,Home,63.0,33.0,2.0,1.0,16.0,-33.0,2.0,-18.5,-6.0,0.0,11.666666666666671,-3.3333333333333286,0.6666666666666666,15.75,8.25,0.5,12.600000000000009,18.799999999999997,0.3999999999999999
13059,2007,2007-04-28,R5,Sydney,Melbourne,Home,-4.0,-179.0,4.0,2.0,-48.0,-76.0,0.0,-4.5,-58.0,1.0,-5.0,-53.33333333333334,1.3333333333333333,-1.0,-44.75,1.0,1.2000000000000028,-39.2,0.8
13058,2007,2007-04-28,R5,Carlton,Brisbane Lions,Away,60.0,205.0,0.0,0.0,-24.0,13.0,0.0,16.0,19.5,1.0,4.666666666666671,50.33333333333333,0.0,15.0,51.25,0.0,9.400000000000006,46.599999999999994,0.0
13057,2007,2007-04-28,R5,Richmond,West Coast,Away,-2.0,193.0,-8.0,-4.0,0.0,93.0,-2.0,-5.5,69.0,-2.0,-8.666666666666671,50.333333333333336,-2.0,-0.5,48.25,-2.0,-0.4000000000000057,56.39999999999999,-2.0
13062,2007,2007-04-29,R5,Fremantle,Adelaide,Home,92.0,152.0,-4.0,-2.0,76.0,48.0,0.0,29.5,43.0,-1.0,20.33333333333333,45.333333333333336,-1.3333333333333335,23.0,38.0,-1.0,21.799999999999997,38.8,-0.7999999999999999
13061,2007,2007-04-29,R5,Geelong,North Melbourne,Away,96.0,-28.0,2.0,1.0,-15.0,13.0,-2.0,12.0,-10.5,0.0,27.33333333333333,-19.66666666666667,0.6666666666666666,24.0,-7.0,0.5,19.39999999999999,-6.800000000000011,0.4
13060,2007,2007-04-29,R5,Hawthorn,Footscray,Away,-56.0,-114.0,2.0,1.0,-56.0,-28.0,0.0,-15.5,-37.0,1.0,4.333333333333329,-30.0,1.3333333333333335,-14.0,-28.5,0.5,7.599999999999994,-31.0,0.8
13063,2007,2007-05-04,R6,St Kilda,Carlton,Home,-117.0,-193.0,0.0,0.0,-81.0,-40.0,0.0,-26.0,-20.5,0.0,-20.33333333333333,-32.33333333333333,0.0,-23.75,-39.25,0.0,-23.400000000000006,-38.599999999999994,0.0
13067,2007,2007-05-05,R6,Adelaide,Sydney,Away,-21.0,6.0,0.0,0.0,-52.0,-2.0,-2.0,-17.5,-9.5,0.0,-14.666666666666671,-8.333333333333336,0.0,-5.5,-6.25,0.0,-4.200000000000003,1.2000000000000028,0.0
13066,2007,2007-05-05,R6,North Melbourne,Collingwood,Home,25.0,41.0,-2.0,-1.0,23.0,23.0,0.0,22.0,1.0,1.0,-0.3333333333333286,1.0,0.0,7.0,9.5,0.0,5.0,8.200000000000003,-0.3999999999999999
13065,2007,2007-05-05,R6,West Coast,Footscray,Home,-32.0,-179.0,4.0,2.0,-11.0,-17.0,0.0,-21.5,-39.0,0.0,-2.6666666666666714,-41.333333333333336,0.6666666666666667,1.75,-39.75,1.0,-6.3999999999999915,-35.80000000000001,0.8
13064,2007,2007-05-05,R6,Essendon,Hawthorn,Away,107.0,59.0,0.0,0.0,-14.0,-15.0,0.0,4.5,-9.5,0.0,13.333333333333329,12.0,-0.6666666666666666,11.5,13.5,-0.5,21.400000000000006,11.799999999999997,0.0
13070,2007,2007-05-06,R6,Richmond,Geelong,Away,-102.0,101.0,-4.0,-1.0,-26.0,-19.0,0.0,1.0,18.5,0.0,-5.666666666666657,31.666666666666657,-0.6666666666666666,-26.75,24.75,-1.0,-20.39999999999999,20.200000000000003,-0.8
13069,2007,2007-05-06,R6,Melbourne,Port Adelaide,Away,-121.0,159.0,-8.0,-3.0,-36.0,66.0,-2.0,-14.0,68.5,-2.0,-11.333333333333329,53.0,-1.3333333333333333,-15.5,42.75,-1.5,-24.200000000000003,31.799999999999997,-1.6
13068,2007,2007-05-06,R6,Brisbane Lions,Fremantle,Home,-43.0,-92.0,2.0,1.0,78.0,67.0,0.0,2.0,31.0,-1.0,1.0,19.0,-0.6666666666666666,-1.75,-3.75,0.0,-8.600000000000009,-18.39999999999999,0.3999999999999999
13071,2007,2007-05-11,R7,North Melbourne,Essendon,Home,-54.0,-50.0,0.0,0.0,15.0,-36.0,2.0,27.0,-14.5,2.0,14.0,-11.333333333333329,1.3333333333333335,-2.5,-17.0,1.0,-5.599999999999994,-11.600000000000009,0.3999999999999999
13075,2007,2007-05-12,R7,St Kilda,Adelaide,Home,44.0,79.0,0.0,0.0,63.0,-4.0,2.0,24.5,17.0,1.0,18.66666666666667,29.666666666666664,0.0,21.25,23.0,0.0,5.0,24.400000000000006,-0.3999999999999999
13074,2007,2007-05-12,R7,Brisbane Lions,Sydney,Away,54.0,29.0,2.0,1.0,25.0,-36.0,2.0,26.0,14.0,1.0,23.666666666666657,18.0,0.6666666666666666,11.0,20.25,0.0,11.599999999999994,11.800000000000011,0.0
13073,2007,2007-05-12,R7,Port Adelaide,Richmond,Home,61.0,-295.0,10.0,4.0,11.0,-151.0,2.0,15.5,-103.5,2.0,5.0,-91.0,2.0,-3.0,-75.25,1.5,7.6000000000000085,-56.999999999999986,1.6
13072,2007,2007-05-12,R7,Collingwood,Carlton,Home,-50.0,-262.0,4.0,2.0,4.0,-63.0,2.0,-12.5,-60.0,2.0,0.6666666666666572,-45.33333333333333,1.3333333333333333,-2.0,-42.0,1.0,-3.3999999999999915,-48.599999999999994,0.7999999999999999
13078,2007,2007-05-13,R7,Fremantle,Hawthorn,Home,6.0,102.0,-4.0,-2.0,-56.0,24.0,-2.0,-45.5,-14.5,0.0,-10.0,-3.0,0.0,-12.75,5.5,-0.5,-11.0,10.0,-0.8
13077,2007,2007-05-13,R7,Footscray,Melbourne,Home,119.0,-51.0,6.0,2.0,-9.0,1.0,0.0,20.5,-7.5,1.0,27.0,-17.33333333333333,1.3333333333333333,22.5,-11.25,1.0,13.600000000000009,-10.200000000000003,0.8
13076,2007,2007-05-13,R7,Geelong,West Coast,Home,222.0,118.0,-6.0,-3.0,145.0,3.0,0.0,74.0,22.5,-1.0,40.0,27.33333333333333,-1.3333333333333335,32.0,17.25,-1.0,40.60000000000001,15.599999999999994,-0.8
